FILTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1055 Registros;;;;;;;;;;;;;;;;;;;543251,3;0;2714,46;100503,5;;;440048,35;;7260,95000000001;440048,35;;33443,37;0;0;0;0;0;0;0;0 inconsistências;0 sugestões;
C170;09/2025-67903807000105;9E4DC1ED960272A1D3D97A2A2FD81DAF;6B3FF50AA492238E11ED99960CCA4715;55;31250922310186000118550010002378441817145795;237844;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000002078;VIDA VEG LTDA;97898948144576;MOUSSE SABOR DOCE DELEITE VIDA VEG 200GRX12 - Cx. 1;21069090;;2102;000;89,76;;8,98;9,69;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;71,09;0,0165;1,17;71,09;0,076;5,4;;;;;;;;;;
C170;09/2025-67903807000105;9E4DC1ED960272A1D3D97A2A2FD81DAF;5B154CF7A458716E6D492605D9A847BB;55;31250922310186000118550010002378441817145795;237844;1;00 - Documento Regular;0 - Entrada;45908;45908;FOR000002078;VIDA VEG LTDA;97898948128723;QUEIJO VIDA VEG DE CASTANHA DE CAJU PARMESAO RALADO 50GRX36 - Cx. 1;21069090;;2102;000;226,08;;0;27,13;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;198,95;0,0165;3,28;198,95;0,076;15,12;;;;;;;;;;
C170;09/2025-67903807000105;205FEE8ED8927B2E58C4012C3FF4F182;1CFAA30252F09714D71B36EC79D8C6C5;55;31250924333411001210551130017502471598179690;1750247;113;00 - Documento Regular;0 - Entrada;45922;45922;FOR000000011;SCALON & CERCHI LTDA;130024;QUEIJO COLONIAL SCALA FRACIONADO 12 PECAS;04069020;;2102;000;359,98;;0;43,2;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;316,78;0,0165;5,23;316,78;0,076;24,08;;;;;;;;;;
C170;09/2025-67903807000105;FDFE720C4DFCFC1A54078E61BE481D1E;A4243BEEA0E2ACDF00627DC2A67D5293;55;31250986454741000320550040004013631551050099;401363;4;00 - Documento Regular;0 - Entrada;45910;45910;FOR000000014;LATICINIOS SAO VICENTE DE MINAS S.A. - CD;97898948171768;QUEIJO BRIE FORMA SAO VICENTE;04069030;;2102;000;414,09;;0;49,69;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;364,4;0,0165;6,01;364,4;0,076;27,69;;;;;;;;;;
C170;09/2025-67903807000105;FDFE720C4DFCFC1A54078E61BE481D1E;FEBAC8A116D9BAC1F0EC0709D37C4F3A;55;31250986454741000320550040004013631551050099;401363;4;00 - Documento Regular;0 - Entrada;45910;45910;FOR000000014;LATICINIOS SAO VICENTE DE MINAS S.A. - CD;97898948150823;QUEIJO AZUL FORMA SAO VICENTE;04064000;;2102;000;673,51;;0;80,82;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;592,69;0,0165;9,78;592,69;0,076;45,04;;;;;;;;;;
C170;09/2025-67903807000105;FDFE720C4DFCFC1A54078E61BE481D1E;EFB9BC14A136A6F1BF538B5B7FFA070A;55;31250986454741000320550040004013631551050099;401363;4;00 - Documento Regular;0 - Entrada;45910;45910;FOR000000014;LATICINIOS SAO VICENTE DE MINAS S.A. - CD;97898948171767;QUEIJO MONTANHES 6 SAO VICENTE;04069010;;2102;000;2060,76;;0;247,29;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1813,47;0,0165;29,92;1813,47;0,076;137,82;;;;;;;;;;
C170;09/2025-67903807000105;8A165D8A694E5A8C8EA77DA9942A1176;840EFAB0B17BED23DA7D1E5C534522D6;55;32250929036853000246550010000020831847646137;2083;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000002847;VILLA PIVA JUICE &amp, FOODS LTDA;97898948278523;CHA MISTO BOM DIA DE CHA PRETO, MATE TOSTADO, CAN-DO-CEILAO, HORT. GENG. EM SACHE 12X22,5 G;09022000;;2102;000;478,8;;0;57,46;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;421,34;0,0165;6,95;421,34;0,076;32,02;;;;;;;;;;
C170;09/2025-67903807000105;8A165D8A694E5A8C8EA77DA9942A1176;B7A517AF447EE3687E1415164113F226;55;32250929036853000246550010000020831847646137;2083;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000002847;VILLA PIVA JUICE &amp, FOODS LTDA;97898948278524;CHA MISTO BONS SONHOS DE CAPIM CID, MELISSA, HORTELA, CAMOMILA EM SACHE 12X22,5 G;21069090;;2102;000;478,8;;0;57,46;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;421,34;0,0165;6,95;421,34;0,076;32,02;;;;;;;;;;
C170;09/2025-67903807000105;8A165D8A694E5A8C8EA77DA9942A1176;032AC775C65994CA83EAB12DCBD8C111;55;32250929036853000246550010000020831847646137;2083;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000002847;VILLA PIVA JUICE &amp, FOODS LTDA;97898948278525;CHA MISTO DETOX DE CHA VERDE, CARQUEJA, CAPIM CID. HORTELA, GENG. EM SACHE 12X22,5 G;09022000;;2102;000;478,8;;0;57,46;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;421,34;0,0165;6,95;421,34;0,076;32,02;;;;;;;;;;
C170;09/2025-67903807000105;8A165D8A694E5A8C8EA77DA9942A1176;6DB5973FE2B38E9107FF4E9B30D0EBB6;55;32250929036853000246550010000020831847646137;2083;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000002847;VILLA PIVA JUICE &amp, FOODS LTDA;97898948278526;CHA MISTO FLORES E FRUTAS DE HIBISCO, MACA, CANELA, ROSA SILVESTRE EM SACHE 12X22,5 G;21069090;;2102;000;239,4;;0;28,73;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;210,67;0,0165;3,48;210,67;0,076;16,01;;;;;;;;;;
C170;09/2025-67903807000105;8A165D8A694E5A8C8EA77DA9942A1176;01F7E0BD3C51912CBAC02C56244340D9;55;32250929036853000246550010000020831847646137;2083;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000002847;VILLA PIVA JUICE &amp, FOODS LTDA;97898948278527;CHA MISTO TRADICIONAL DE ERVA DOCE E GENGIBRE EM SACHE 12X22,5 G;21069090;;2102;000;239,4;;0;28,73;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;210,67;0,0165;3,48;210,67;0,076;16,01;;;;;;;;;;
C170;09/2025-67903807000105;01DB4FF40FF87696A7749A2CAE84D5C7;4F4A61DDB21757170A21AD1592BE0F4F;55;35250900153705000300550030013041721719940392;1304172;3;00 - Documento Regular;0 - Entrada;45903;45903;FOR000000022;KORIN AGROPECUARIA LTDA;41081;PAO QUEI CONG VEG QTAL 10X200;21069090;;1102;020;444;;0;53,28;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;390,72;0,0165;6,45;390,72;0,076;29,69;;;;;;;;;;
C170;09/2025-67903807000105;DD9B44784F45C7D1DFA60F9BA8D26A6A;C751FCACC1C1BD1574F0B71B881D2E21;55;35250900153705000300550030013048281837338188;1304828;3;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000022;KORIN AGROPECUARIA LTDA;57001;MEL ORG CX C/12UN BISNAGA 300G;04090000;;1102;020;4632;;694,8;472,49;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;3464,71;0,0165;57,17;3464,71;0,076;263,32;;;;;;;;;;
C170;09/2025-67903807000105;16BD734F484EB1A0ADCDDA0498A49215;15D2481A83103B593C7F88FA5D6AA557;55;35250900353155000101550010002097801187006790;209780;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000565;KOBBER ALIMENTOS LTDA;15466;CX. GRAN TRAD 800G 12UN - V: 21/06/2025 L: 17324;19042000;;1102;020;548,02;;0;65,76;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;482,26;0,0165;7,96;482,26;0,076;36,65;;;;;;;;;;
C170;09/2025-67903807000105;16BD734F484EB1A0ADCDDA0498A49215;8C1F8CF4778A2A185001FE0AB79FA57A;55;35250900353155000101550010002097801187006790;209780;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000565;KOBBER ALIMENTOS LTDA;15468;CX. GRAN LIGHT 800G 12UN - V: 15/04/2025 L: 10624;19042000;;1102;020;274,01;;0;32,88;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;241,13;0,0165;3,98;241,13;0,076;18,33;;;;;;;;;;
C170;09/2025-67903807000105;16BD734F484EB1A0ADCDDA0498A49215;0B20BD5EBB597AF02AE7CB57F1245783;55;35250900353155000101550010002097801187006790;209780;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000565;KOBBER ALIMENTOS LTDA;15470;CX. GRAN BANA 800G 12UN - V: 15/04/2025 L: 10624;19042000;;1102;020;274,01;;0;32,88;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;241,13;0,0165;3,98;241,13;0,076;18,33;;;;;;;;;;
C170;09/2025-67903807000105;16BD734F484EB1A0ADCDDA0498A49215;BDB2E8508AFF6B822C0B7857CCF97E52;55;35250900353155000101550010002097801187006790;209780;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000565;KOBBER ALIMENTOS LTDA;15472;CX. GRAN CHOCOLATE E AMENDOIM 800G 12UN - V: 31/05/2025 L: 15224;19042000;;1102;020;274,01;;0;32,88;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;241,13;0,0165;3,98;241,13;0,076;18,33;;;;;;;;;;
C170;09/2025-67903807000105;16BD734F484EB1A0ADCDDA0498A49215;C44E3F842DC8B019513E640ACB1AB91B;55;35250900353155000101550010002097801187006790;209780;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000565;KOBBER ALIMENTOS LTDA;16389;CX GRAN CASTANHAS KB 800G 12UN - V: 22/07/2025 L: 20424;19042000;;1102;020;274,01;;0;32,88;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;241,13;0,0165;3,98;241,13;0,076;18,33;;;;;;;;;;
C170;09/2025-67903807000105;16BD734F484EB1A0ADCDDA0498A49215;D905C2C7DFB3D0C47BCF8195476E6FDE;55;35250900353155000101550010002097801187006790;209780;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000565;KOBBER ALIMENTOS LTDA;15476;CX. GRAN ZERO 800G 12UN - V: 15/04/2025 L: 10624;19042000;;1102;020;1428,68;;0;171,45;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;1257,23;0,0165;20,74;1257,23;0,076;95,55;;;;;;;;;;
C170;09/2025-67903807000105;4C14CA538AB2B4B46A9E1BD24DECF0E3;04AA31EEE1D148A9D46AC587BC16F13D;55;35250900353155000101550010002097811999662045;209781;1;00 - Documento Regular;0 - Entrada;45904;45904;FOR000000565;KOBBER ALIMENTOS LTDA;15466;CX. GRAN TRAD 800G 12UN - V: 21/06/2025 L: 17324;19042000;;1910;020;274,01;;0;32,88;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;241,13;0,0165;3,98;241,13;0,076;18,33;;;;;;;;;;
C170;09/2025-67903807000105;EC68F7EF2CBFCBEB357DF8DE7A3A2F16;5E52EBA715FA615E94A31D56BB568BD0;55;35250900643376000114550010014752521207363039;1475252;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980289;PHILADELPHIA POTE LIGHT 150G;04061090;;1102;020;86;;0;10,32;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;75,68;0,0165;1,25;75,68;0,076;5,75;;;;;;;;;;
C170;09/2025-67903807000105;EC68F7EF2CBFCBEB357DF8DE7A3A2F16;F483D2E2B27E872CF5602D6678376552;55;35250900643376000114550010014752521207363039;1475252;1;00 - Documento Regular;0 - Entrada;45902;45902;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980288;PHILADELPHIA POTE ORIGINAL 150G;04061090;;1102;020;258;;0;30,96;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;227,04;0,0165;3,75;227,04;0,076;17,26;;;;;;;;;;
C170;09/2025-67903807000105;A9FEF3274D3D3943CB067B947B043871;08FAD2307A12A2C7DD05CD226E20FE89;55;35250900643376000114550010014772321181473718;1477232;1;00 - Documento Regular;0 - Entrada;45905;45905;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;25645;AL CREME DE QJ TIPO ARABE 180G;04061090;;1102;020;64,95;;0;7,79;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;57,16;0,0165;0,94;57,16;0,076;4,34;;;;;;;;;;
C170;09/2025-67903807000105;CDA68444539CBBF7E35987D6BDED38EA;1A66C010A162299A93EEAF91A17F0D5E;55;35250900643376000114550010014787171148156232;1478717;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;97898948145963;DANETTE CHOCOLATE SOB LACTEA 360G;19019090;;1102;020;96;;0;11,52;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;84,48;0,0165;1,39;84,48;0,076;6,42;;;;;;;;;;
C170;09/2025-67903807000105;B0DBEFECB37B4A6452A67AF1485073AE;54B122AF12EDFCA7EAD9964DB4E1DA2A;55;35250900643376000114550010014787201229157706;1478720;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980287;PHILADELPHIA POTE ZERO LACTOSE 150G;04061090;;1102;020;76,5;;0;9,18;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;67,32;0,0165;1,11;67,32;0,076;5,12;;;;;;;;;;
C170;09/2025-67903807000105;B0DBEFECB37B4A6452A67AF1485073AE;EF6547E6A787976EA0CEDF3D63F066C7;55;35250900643376000114550010014787201229157706;1478720;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980289;PHILADELPHIA POTE LIGHT 150G;04061090;;1102;020;153;;0;18,36;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;134,64;0,0165;2,22;134,64;0,076;10,23;;;;;;;;;;
C170;09/2025-67903807000105;B0DBEFECB37B4A6452A67AF1485073AE;DFFDB80F124018AD2A1E807E46CCE680;55;35250900643376000114550010014787201229157706;1478720;1;00 - Documento Regular;0 - Entrada;45909;45909;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980288;PHILADELPHIA POTE ORIGINAL 150G;04061090;;1102;020;229,5;;0;27,54;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;201,96;0,0165;3,33;201,96;0,076;15,35;;;;;;;;;;
C170;09/2025-67903807000105;98CFCA65E115EE4CCC06207F61FAF470;5288FA7BDA6DC9907C80525B13F8225A;55;35250900643376000114550010014825981451293520;1482598;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980287;PHILADELPHIA POTE ZERO LACTOSE 150G;04061090;;1102;020;153;;0;18,36;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;134,64;0,0165;2,22;134,64;0,076;10,23;;;;;;;;;;
C170;09/2025-67903807000105;98CFCA65E115EE4CCC06207F61FAF470;0469153258A946452ED61F97FA7B4CAA;55;35250900643376000114550010014825981451293520;1482598;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980289;PHILADELPHIA POTE LIGHT 150G;04061090;;1102;020;153;;0;18,36;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;134,64;0,0165;2,22;134,64;0,076;10,23;;;;;;;;;;
C170;09/2025-67903807000105;98CFCA65E115EE4CCC06207F61FAF470;AF703B94DCC816F8D49A7F9C70F779DC;55;35250900643376000114550010014825981451293520;1482598;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980288;PHILADELPHIA POTE ORIGINAL 150G;04061090;;1102;020;153;;0;18,36;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;134,64;0,0165;2,22;134,64;0,076;10,23;;;;;;;;;;
C170;09/2025-67903807000105;1A5E3ADF336D5BF1BD74579020BE3119;DBD712BD37C0B979437FD089AB690700;55;35250900643376000114550010014826211159872396;1482621;1;00 - Documento Regular;0 - Entrada;45916;45916;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;25645;AL CREME DE QJ TIPO ARABE 180G;04061090;;1102;020;155,88;;0;18,71;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;137,17;0,0165;2,26;137,17;0,076;10,42;;;;;;;;;;
C170;09/2025-67903807000105;C70C433A940A0C2EA7C1A90B6C23F1B3;6450F8B46DDAE3466E74907E09645242;55;35250900643376000114550010014848601526218811;1484860;1;00 - Documento Regular;0 - Entrada;45919;45919;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;97898948145963;DANETTE CHOCOLATE SOB LACTEA 360G;19019090;;1102;020;96;;0;11,52;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;84,48;0,0165;1,39;84,48;0,076;6,42;;;;;;;;;;
C170;09/2025-67903807000105;32FDBCE88530F814DFDB743CB52F7734;0002D4542B2C9840D6ADA533F9C29346;55;35250900643376000114550010014864751189546126;1486475;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;97898948145963;DANETTE CHOCOLATE SOB LACTEA 360G;19019090;;1102;020;96;;0;11,52;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;84,48;0,0165;1,39;84,48;0,076;6,42;;;;;;;;;;
C170;09/2025-67903807000105;01CB9C5E7A30AB2C66FCB726F24260D4;A7989480209054845BD5ECD72100FC3C;55;35250900643376000114550010014864761164402209;1486476;1;00 - Documento Regular;0 - Entrada;45923;45923;FOR000001177;R RAMARI COMERCIO E REPRESENTACAO LTDA;78998572980287;PHILADELPHIA POTE ZERO LACTOSE 150G;04061090;;1102;020;153;;0;18,36;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;50 - Operação com Direito a Crédito – Vinculada Exclusivamente a Receita Tributada no Mercado Interno;134,64;0,0165;2,22;134,64;0,076;10,23;;;;;;;;;;
